"Name","Path","Position","Is Active","Url Key","Description","Image","Page Title","Meta Keywords","Meta Description","Include In Menu","Display Mode","CMS Block","Is Anchor","Availabe Sort By","Default Sort By","Page Layout","Custom Layout Update"
"Hardtop Weatherstrip","Default/63-67/Weatherstrip/Convertible Weatherstrip","4","Yes","hardtop-weatherstrip","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes hard top header extension weatherstrip and rear vertical weatherstrip, along with hardtop rear window weatherstrip, rear bow weatherstrip, weatherstrip kits, and hardware to aid in your convertible Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","hardtop-weatherstrip-category_4.jpg","C2 Corvette Hardtop Weatherstrip (1963-1967)","1963-1967 C2 Corvette Hardtop Weatherstrip","Buy 1963-1967 Corvette Hardtop Weatherstrip online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Soft Top Weatherstrip","Default/63-67/Weatherstrip/Convertible Weatherstrip","5","Yes","soft-top-weatherstrip","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes convertible top side center and rear vertical weatherstrip, as well as convertible top header extension, rear bow, and rear lower filler weatherstrip to meet your soft top convertible Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","soft-top-weatherstrip-category_3.jpg","C2 Corvette Soft Top Weatherstrip (1963-1967)","1963-1967 C2 Corvette Soft Top Weatherstrip","Buy 1963-1967 Corvette Soft Top Weatherstrip online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Window Channels & Liners","Default/63-67/Weatherstrip/Convertible Weatherstrip","6","Yes","window-channels-liners","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes convertible door glass rear metal channels and front channels, along with door glass upper stops, channel liners, and hardware to aid in your convertible Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","window-channels-liners-category_2.jpg","C2 Corvette Window Channels & Liners (1963-1967)","1963-1967 C2 Corvette Window Channels & Liners","Buy 1963-1967 Corvette Window Channels & Liners online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Weatherstrip","Default/63-67/Weatherstrip/Coupe Weatherstrip","1","Yes","body-weatherstrip","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes coupe windshield, roof, ledge, rear window, and hood ledge weatherstrip, along with hinge pillar weatherstrip, coupe body weatherstrip kits, and hardware to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-weatherstrip-category_3.jpg","C2 Corvette Body Weatherstrip (1963-1967)","1963-1967 C2 Corvette Body Weatherstrip","Buy 1963-1967 Corvette Body Weatherstrip online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Coupe Door Weatherstrip","Default/63-67/Weatherstrip/Coupe Weatherstrip","2","Yes","coupe-door-weatherstrip","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes coupe door vent window, door main, and door auxiliary weatherstrip, along with roof ledge weatherstrip, outer window seals, and weatherstrip screws to fulfill your coupe Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","coupe-door-weatherstrip-category.jpg","C2 Corvette Coupe Door Weatherstrip (1963-1967)","1963-1967 C2 Corvette Coupe Door Weatherstrip","Buy 1963-1967 Corvette Coupe Door Weatherstrip online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Coupe Weatherstrip Packages","Default/63-67/Weatherstrip/Coupe Weatherstrip","3","Yes","coupe-weatherstrip-packages","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes new reproduction coupe body weatherstrip kits with EPDM door main, door auxiliary, hood ledge, roof ledge, and hinge pillar weatherstrip to fulfill your coupe Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","coupe-window-channels-liners-category_1.jpg","C2 Corvette Coupe Weatherstrip Packages (1963-1967)","1963-1967 C2 Corvette Coupe Weatherstrip Packages","Buy 1963-1967 Corvette Coupe Weatherstrip Packages online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Coupe Window Channels & Liners","Default/63-67/Weatherstrip/Coupe Weatherstrip","4","Yes","coupe-window-channels-liners","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes coupe door glass rear and upper metal channels, along with door glass channel corner reinforcements, corner moldings, front channels, and rear channel liners to meet your coupe Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","coupe-window-channels-liners-category.jpg","C2 Corvette Coupe Window Channels & Liners (1963-1967)","1963-1967 C2 Corvette Coupe Window Channels & Liners","Buy 1963-1967 Corvette Coupe Window Channels & Liners online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"B.F.Goodrich","Default/63-67/Wheels & Tires/Reproduction Tires","1","Yes","b-f-goodrich","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes blackwall and whitewall B.F. Goodrich tires, along with goldline and redline B.F. Goodrich tires to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","bfgoodrich-category.jpg","C2 Corvette B.F.Goodrich Tires (1963-1967)","1963-1967 C2 Corvette B.F.Goodrich Tires","Buy 1963-1967 Corvette B.F.Goodrich Tires online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Classic Radial Tires","Default/63-67/Wheels & Tires/Reproduction Tires","2","Yes","classic-radial-tires","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes B.F. Goodrich radial goldline and redline tires, along with American Classic whitewall radial tires to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","classic-radial-tires-category.jpg","C2 Corvette Classic Radial Tires (1963-1967)","1963-1967 C2 Corvette Classic Radial Tires","Buy 1963-1967 Corvette Classic Radial Tires online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Firestone","Default/63-67/Wheels & Tires/Reproduction Tires","3","Yes","firestone","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes Firestone whitewall and blackwall tires, along with Firestone goldline and redline tires to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","firestone-category.jpg","C2 Corvette Firestone Tires (1963-1967)","1963-1967 C2 Corvette Firestone Tires","Buy 1963-1967 Corvette Firestone Tires online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Goodyear","Default/63-67/Wheels & Tires/Reproduction Tires","4","Yes","goodyear","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes Goodyear whitewall, blackwall, goldline, redline, and blue streak tires to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","goodyear-category_1.jpg","C2 Corvette Goodyear Tires (1963-1967)","1963-1967 C2 Corvette Goodyear Tires","Buy 1963-1967 Corvette Goodyear Tires online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Tire Pressure Decal","Default/63-67/Wheels & Tires/Reproduction Tires","5","Yes","tire-pressure-decal","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes tire pressure decals to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","tire-pressure-decal-category.jpg","C2 Corvette Tire Pressure Decal (1963-1967)","1963-1967 C2 Corvette Tire Pressure Decal","Buy 1963-1967 Corvette Tire Pressure Decal online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"U.S. Royal","Default/63-67/Wheels & Tires/Reproduction Tires","6","Yes","u-s-royal","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes blackwall and whitewall U.S. Royal tires to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","us-royal-category.jpg","C2 Corvette U.S. Royal Tires (1963-1967)","1963-1967 C2 Corvette U.S. Royal Tires","Buy 1963-1967 Corvette U.S. Royal Tires online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Jack Board & Compartment","Default/63-67/Wheels & Tires/Spare Tire Carrier & Jack","1","Yes","jack-board-compartment","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes jacks and jack handles, along with jack rear storage boards, retaining springs, bearings, grommets, and brackets to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","jack-board-compartment-category.jpg","C2 Corvette Jack Board & Compartment (1963-1967)","1963-1967 C2 Corvette Jack Board & Compartment","Buy 1963-1967 Corvette Jack Board & Compartment online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Jack Instructions","Default/63-67/Wheels & Tires/Spare Tire Carrier & Jack","2","Yes","jack-instructions","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes jacking instructions decals to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","jack-instructions-category.jpg","C2 Corvette Jack Instructions (1963-1967)","1963-1967 C2 Corvette Jack Instructions","Buy 1963-1967 Corvette Jack Instructions online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Spare Tire Carrier","Default/63-67/Wheels & Tires/Spare Tire Carrier & Jack","3","Yes","spare-tire-carrier","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes fiberglass spare tire upper tubs and spare tire lower trays, along with spare tire lower tray â€œVâ€ support, support bolts, rivets, and washers to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","spare-tire-carrier-category_2.jpg","C2 Corvette Spare Tire Carrier (1963-1967)","1963-1967 C2 Corvette Spare Tire Carrier","Buy 1963-1967 Corvette Spare Tire Carrier online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Spare Tire Lock Bolt & Assembly","Default/63-67/Wheels & Tires/Spare Tire Carrier & Jack","4","Yes","spare-tire-lock-bolt-assembly","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes spare tire locks with keys and spare tire lock bolt assemblies, as well as spare tire lock brackets, covers, and bumpers to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","spare-tire-lock-bolt-assembly-category.jpg","C2 Corvette Spare Tire Lock Bolt & Assembly (1963-1967)","1963-1967 C2 Corvette Spare Tire Lock Bolt & Assembly","Buy 1963-1967 Corvette Spare Tire Lock Bolt & Assembly online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns. ","Yes","Products only","","Yes","","","No layout updates",""
"63 Hubcaps","Default/63-67/Wheels & Tires/Steel Wheels, Hubcaps & Rally","1","Yes","63-hubcaps","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes hubcap spinner sets and hubcap center bars, along with hubcap spinner mount screws, inner reinforcements, and bar sets to fulfill your 1963 Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","63-hubcaps-category.jpg","C2 1963 Corvette Hubcaps (1963-1967)","1963-1967 C2 1963 Corvette Hubcaps","Buy 1963 Corvette Hubcaps online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"64-65 Hubcaps","Default/63-67/Wheels & Tires/Steel Wheels, Hubcaps & Rally","2","Yes","64-65-hubcaps","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes hubcap sets with spinners and hubcap spinner sets, along with dark gray wheel paint, hubcap spinner mount screws, and hubcap spinner reinforcements to aid in your 1964-1965 Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","64-65-hubcaps-category.jpg","C2 64-65 Corvette Hubcaps (1963-1967)","1963-1967 C2 64-65 Corvette Hubcaps","Buy 1964-65 Corvette Hubcaps online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"66 Hubcaps","Default/63-67/Wheels & Tires/Steel Wheels, Hubcaps & Rally","3","Yes","66-hubcaps","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes hubcap spinners with emblems and hubcap spinner sets with hardware, as well as dark gray wheel paint, hubcap spinner spacers, inner reinforcements, mount screws and tire valve stems to meet your 1966 Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","66-hubcaps-category.jpg","C2 1966 Corvette Hubcaps (1963-1967)","1963-1967 C2 1966 Corvette Hubcaps","Buy 1966 Corvette Hubcaps online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"67 Rally Wheel","Default/63-67/Wheels & Tires/Steel Wheels, Hubcaps & Rally","4","Yes","67-rally-wheel","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes rally wheel packages and rally wheel center hubcaps, along with steel rally wheels, rally wheel trim rings, wheel trim instructions, and hardware to fulfill your 1967 Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","67-rally-wheel-category.jpg","C2 1967 Corvette Rally Wheel (1963-1967)","1963-1967 C2 1967 Corvette Rally Wheel","Buy 1967 Corvette Rally Wheel online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Hubcap Spinner Emblems","Default/63-67/Wheels & Tires/Steel Wheels, Hubcaps & Rally","5","Yes","hubcap-spinner-emblems","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes hubcap spinner emblem inserts to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","hubcap-spinner-emblems-category.jpg","C2 Corvette Hubcap Spinner Emblems (1963-1967)","1963-1967 C2 Corvette Hubcap Spinner Emblems","Buy 1963-1967 Corvette Hubcap Spinner Emblems online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Steel Wheels, Valve Stem & Studs","Default/63-67/Wheels & Tires/Steel Wheels, Hubcaps & Rally","6","Yes","steel-wheels-valve-stem-studs","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes steel rally wheels and wheel locking lug nut kits, along with tire valve stems, wheel mount studs, tire valve stem caps, and rally wheel silver paint to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","steel-wheels-valve-stem-studs-category.jpg","C2 Corvette Steel Wheels, Valve Stem & Studs (1963-1967)","1963-1967 C2 Corvette Steel Wheels, Valve Stem & Studs","Buy 1963-1967 Corvette Steel Wheels&#44; Valve Stem & Studs online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns. ","Yes","Products only","","Yes","","","No layout updates",""
"Body Assembly Rivets","Default/68-82/Body & Fiberglass/Body Mounts","1","Yes","body-assembly-rivets","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both flat head and round head aluminum rivets, along with rivet setting tools to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-assembly-rivets-category_3.jpg","C3 Corvette Body Assembly Rivets (1968-1982)","C3 Corvette Body Assembly Rivets (1968-1982)","Buy Corvette Body Assembly Rivets online at Zip. Specializing in Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Cushions & Shims","Default/68-82/Body & Fiberglass/Body Mounts","2","Yes","body-cushions-shims","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both square and u-shaped metal shims, along with polyurethane body mount cushions to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-cushions-shims-category.jpg","C3 Corvette Body Cushions & Shims (1968-1982)","C3 Corvette Body Cushions & Shims (1968-1982)","Buy 1968-1982 Corvette Body Cushions & Shims online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Mount Brackets","Default/68-82/Body & Fiberglass/Body Mounts","3","Yes","body-mount-brackets","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes #1, #2, #3, and #4 body mount brackets that weld to the frame to support your body mount and aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-mount-brackets-category_5.jpg","C3 Corvette Body Mount Brackets (1968-1982)","1968-1982 Corvette Body Mount Brackets C3","Buy 1968-1982 Corvette Body Mount Brackets online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Mount Kits & Reinforcements","Default/68-82/Body & Fiberglass/Body Mounts","4","Yes","body-mount-kits-reinforcements","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection of body mount kits includes bolts and your choice of rubber or polyurethane bushings. Our selection also includes #1 and #4 body mount reinforcements and reinforcement backplates to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-mount-kits-reinforcements-category.jpg","C3 Corvette Body Mount Kits & Reinforcements (1968-1982)","1968-1982 Corvette Body Mount Kits & Reinforcements C3","Buy 1968-1982 Corvette Body Mount Kits & Reinforcements online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Mount Lift Kit","Default/68-82/Body & Fiberglass/Body Mounts","5","Yes","body-mount-lift-kit","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes a body lift strap kit to lift your Corvette body without causing damage during your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-mount-lift-kits-category.jpg","C3 Corvette Body Mount Lift Kit (1968-1982)","C3 Corvette Body Mount Lift Kit (1968-1982)","Buy Corvette Body Mount Lift Kit online at Zip. Specializing in Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Mount Rear Access","Default/68-82/Body & Fiberglass/Body Mounts","6","Yes","body-mount-rear-access","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes rear body mount access plates, screws, and u-nuts, along with strip sealing caulk to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-mount-rear-access-category_1.jpg","C3 Corvette Body Mount Rear Access (1968-1982)","C3 Corvette Body Mount Rear Access (1968-1982)","Buy Corvette Body Mount Rear Access online at Zip. Specializing in Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Mount Shields","Default/68-82/Body & Fiberglass/Body Mounts","7","Yes","body-mount-shields","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both the #1 and #2 body mount shields, along with the body sill wedge to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-mount-shields-category.jpg","C3 Corvette Body Mount Shields (1968-1982)","1968-1982 C3 Corvette Body Mount Shields","Buy 1968-1982 Corvette Body Mount Shields online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Structure","Default/68-82/Body & Fiberglass/Body Mounts","8","Yes","body-structure","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes both windshield frame assemblies and rocker channel inserts to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-structure-category.jpg","C3 Corvette Body Structure (1968-1982)","1968-1982 C3 Corvette Body Structure","Buy 1968-1982 Corvette Body Structure online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Floor Pans","Default/68-82/Body & Fiberglass/Body Mounts","9","Yes","floor-pans","<p>Zip Corvette has the best quality Corvette Parts available for your 1968-1982 Corvette. Whether youâ€™re maintaining your Shark Corvette or completing a full restoration, our selection of C3 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes new floor plans to replace rusted ones commonly found in late Shark era Corvettes. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","floor-pans-category.jpg","C3 Corvette Floor Pans (1968-1982)","1968-1982 C3 Corvette Floor Pans","Buy 1968-1982 Corvette Floor Pans online at Zip. Specializing in C3 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
